movieid|average_rank|frequency|imdb_rating|imdb_votes|rank_of_average_rank|rank_of_frequency|rank_of_imdb_rating|rank_of_imdb_votes|bucket_rank
381|6.90625|32.0|7.7|32323.0|331.0|285.0|124.5|305.0|8.0
382|5.711111111111111|90.0|8.1|260462.0|215.0|133.5|85.0|68.0|5.0
383|11.0|6.0|5.9|2577.0|449.5|445.5|373.5|432.0|10.0
384|6.705882352941177|34.0|6.1|61694.0|315.0|281.0|350.0|229.0|7.0
385|6.567164179104478|134.0|4.4|76422.0|302.0|91.5|442.5|199.0|7.0
386|9.5|2.0|6.3|436.0|433.5|468.0|325.5|461.0|10.0
387|2.7037037037037037|81.0|7.7|102922.0|5.0|155.0|124.5|172.0|1.0
388|6.161290322580645|62.0|6.5|45331.0|270.0|192.5|295.5|267.0|6.0
389|6.045454545454546|44.0|7.5|29039.0|258.0|245.0|155.5|313.0|6.0
390|4.769230769230769|13.0|7.0|19329.0|129.5|397.0|222.0|342.0|3.0
391|4.127777777777778|180.0|8.4|328891.0|70.0|49.0|37.5|41.0|2.0
392|7.894736842105263|19.0|8.5|154268.0|382.0|351.5|25.5|125.0|9.0
393|6.98936170212766|94.0|6.3|45547.0|333.0|130.0|325.5|266.0|8.0
394|4.150510204081633|392.0|8.8|725746.0|72.0|7.0|6.0|3.0|2.0
395|5.323741007194244|139.0|8.9|698029.0|183.0|85.0|3.5|5.0|4.0
396|8.2|5.0|5.9|1630.0|391.0|452.5|373.5|442.0|9.0
397|7.790123456790123|81.0|6.3|160384.0|373.0|155.0|325.5|122.0|8.0
398|13.75|8.0|6.1|559.0|463.0|430.5|350.0|459.0|10.0
399|7.444444444444445|18.0|7.6|63031.0|362.0|359.5|141.0|228.0|8.0
400|7.98941798941799|189.0|6.6|64793.0|384.0|45.0|276.5|224.0|9.0
401|4.263736263736264|364.0|8.7|705638.0|83.0|9.0|10.0|4.0|2.0
402|4.45|60.0|6.4|21357.0|97.0|197.5|310.5|335.0|3.0
403|6.694915254237288|59.0|7.3|97522.0|313.0|202.0|180.0|180.0|7.0
404|8.444444444444445|9.0|6.4|7921.0|398.0|422.0|310.5|385.0|9.0
405|5.0120481927710845|166.0|8.5|273720.0|146.0|54.0|25.5|63.0|4.0
406|4.711340206185567|97.0|8.4|454539.0|121.0|125.0|37.5|18.0|3.0
407|5.741071428571429|112.0|8.1|193072.0|223.0|108.5|85.0|97.0|5.0
408|5.682926829268292|41.0|5.6|13185.0|214.0|254.0|395.5|366.0|5.0
409|8.5|6.0|2.6|1138.0|401.0|445.5|469.0|448.0|9.0
410|5.875|16.0|7.6|70152.0|243.0|374.0|141.0|212.0|6.0
411|8.333333333333334|12.0|4.4|58.0|393.5|403.5|442.5|469.0|9.0
412|5.132075471698113|53.0|6.9|18997.0|169.0|213.5|234.0|344.0|4.0
413|12.88888888888889|9.0|8.2|67077.0|459.0|422.0|65.0|220.0|10.0
414|6.88135593220339|59.0|4.3|10785.0|328.0|202.0|446.0|376.0|7.0
415|3.331081081081081|148.0|7.4|183544.0|28.0|73.0|166.5|105.0|1.0
416|6.444444444444445|18.0|6.6|44187.0|291.0|359.5|276.5|270.0|7.0
417|5.037735849056604|53.0|6.3|63114.0|150.0|213.5|325.5|227.0|4.0
418|14.0|4.0|3.7|114.0|464.5|458.5|459.0|466.0|10.0
419|7.407407407407407|54.0|7.2|184259.0|359.0|210.5|193.5|103.0|8.0
420|5.540425531914893|235.0|8.1|348275.0|205.0|28.5|85.0|36.0|5.0
421|6.905109489051095|137.0|8.2|161726.0|330.0|86.0|65.0|120.0|7.0
422|4.0588235294117645|136.0|7.6|183727.0|64.0|88.0|141.0|104.0|2.0
423|7.083333333333333|24.0|8.4|51252.0|341.0|321.5|37.5|255.0|8.0
424|5.104347826086957|115.0|4.8|122966.0|162.0|106.0|434.0|150.0|4.0
425|5.045751633986928|153.0|8.7|445105.0|153.0|67.0|10.0|20.0|4.0
426|5.178571428571429|28.0|7.3|56394.0|173.0|297.0|180.0|241.0|4.0
427|11.9|10.0|5.9|6143.0|456.0|413.5|373.5|402.0|10.0
428|8.777777777777779|9.0|6.5|3863.0|411.0|422.0|295.5|423.0|9.0
429|5.852564102564102|156.0|8.2|176061.0|238.0|65.0|65.0|108.0|6.0
430|3.8518518518518516|27.0|7.3|69251.0|48.5|303.5|180.0|215.0|1.0
431|5.109589041095891|73.0|8.1|233600.0|164.0|170.0|85.0|76.0|4.0
432|8.1|20.0|6.6|7838.0|390.0|345.0|276.5|386.0|9.0
433|4.216216216216216|185.0|7.6|477821.0|78.0|46.5|141.0|15.0|2.0
434|5.361111111111111|72.0|6.3|40405.0|189.0|173.0|325.5|281.0|4.0
435|8.333333333333334|15.0|6.1|18381.0|393.5|380.5|350.0|349.0|9.0
436|9.6|15.0|5.9|1597.0|435.0|380.5|373.5|443.0|10.0
437|4.543478260869565|368.0|8.3|335769.0|105.0|8.0|48.0|38.0|3.0
438|5.2087542087542085|297.0|8.5|290498.0|179.0|19.0|25.5|54.0|4.0
439|2.8316831683168315|101.0|7.7|132933.0|7.0|118.0|124.5|145.0|1.0
440|3.9254658385093166|161.0|7.1|352055.0|54.0|58.5|206.0|35.0|2.0
441|6.133333333333334|45.0|6.5|18581.0|266.0|240.5|295.5|347.0|6.0
442|3.710526315789474|152.0|7.7|161517.0|40.0|68.0|124.5|121.0|1.0
443|6.495412844036697|109.0|7.2|130928.0|295.0|112.0|193.5|148.0|7.0
444|5.909090909090909|22.0|6.7|33241.0|244.0|333.0|261.0|302.0|6.0
445|7.733333333333333|30.0|4.4|6109.0|371.0|289.5|442.5|403.0|8.0
446|9.142857142857142|7.0|6.2|1877.0|425.0|438.0|339.0|441.0|10.0
447|5.102739726027397|146.0|6.5|75873.0|161.0|75.5|295.5|200.0|4.0
448|11.571428571428571|7.0|4.0|2568.0|453.0|438.0|453.5|433.0|10.0
449|5.232876712328767|73.0|8.3|175930.0|180.0|170.0|48.0|109.0|4.0
450|4.769230769230769|195.0|8.2|466957.0|129.5|40.5|65.0|16.0|3.0
451|5.36|50.0|7.3|38800.0|188.0|221.0|180.0|287.0|4.0
452|5.865384615384615|52.0|6.4|33006.0|241.0|216.0|310.5|303.0|6.0
453|3.83|100.0|7.4|84148.0|46.0|119.0|166.5|192.0|1.0
454|5.042857142857143|70.0|6.2|59672.0|152.0|174.5|339.0|235.0|4.0
455|4.205882352941177|340.0|8.5|394096.0|77.0|12.0|25.5|27.0|2.0
456|5.633333333333334|30.0|7.2|73170.0|208.0|289.5|193.5|208.0|5.0
457|7.095588235294118|136.0|6.5|221949.0|342.0|88.0|295.5|86.0|8.0
458|3.8518518518518516|108.0|7.0|65856.0|48.5|114.0|222.0|222.0|1.0
459|9.44|25.0|8.2|172145.0|432.0|313.5|65.0|112.0|10.0
460|4.465116279069767|43.0|7.0|68846.0|99.0|249.5|222.0|216.0|3.0
461|9.166666666666666|24.0|6.1|7646.0|426.0|321.5|350.0|389.0|10.0
462|9.0|13.0|6.6|6090.0|417.5|397.0|276.5|404.0|9.0
463|7.7|10.0|6.4|13457.0|370.0|413.5|310.5|365.0|8.0
464|5.769230769230769|39.0|7.1|57781.0|226.0|261.5|206.0|237.0|5.0
465|6.031746031746032|63.0|6.3|37596.0|257.0|189.5|325.5|292.0|6.0
466|5.16|50.0|6.0|52483.0|172.0|221.0|362.0|252.0|4.0
467|4.082926829268293|205.0|6.8|224440.0|68.0|38.0|246.5|80.0|2.0
468|10.0|3.0|4.0|173.0|440.5|464.0|453.5|464.0|10.0
469|6.541666666666667|24.0|6.3|23011.0|299.0|321.5|325.5|331.0|7.0
470|10.8|10.0|5.6|2203.0|445.5|413.5|395.5|438.0|10.0
471|4.657894736842105|76.0|7.5|113642.0|112.0|164.5|155.5|161.0|3.0
